combo_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
340,60,60,60,60,54,54,36,36,36,36,36,36,36,36,36
341,60,60,60,60,54,48,48,48,48,48,48,48,48,48,48
342,60,60,60,60,54,48,48,48,48,48,48,48,48,48,36
343,60,60,60,60,54,48,48,48,48,48,48,48,48,36,36
344,60,60,60,60,54,48,48,48,48,48,48,48,36,36,36
345,60,60,60,60,54,48,48,48,48,48,48,36,36,36,36
346,60,60,60,60,54,48,48,48,48,48,36,36,36,36,36
347,60,60,60,60,54,48,48,48,48,36,36,36,36,36,36
348,60,60,60,60,54,48,48,48,36,36,36,36,36,36,36
349,60,60,60,60,54,48,48,36,36,36,36,36,36,36,36
350,60,60,60,60,54,48,36,36,36,36,36,36,36,36,36
351,60,60,60,60,54,36,36,36,36,36,36,36,36,36,36
352,60,60,60,60,48,48,48,48,48,48,48,48,48,48,48
353,60,60,60,60,48,48,48,48,48,48,48,48,48,48,36
354,60,60,60,60,48,48,48,48,48,48,48,48,48,36,36
355,60,60,60,60,48,48,48,48,48,48,48,48,36,36,36
356,60,60,60,60,48,48,48,48,48,48,48,36,36,36,36
357,60,60,60,60,48,48,48,48,48,48,36,36,36,36,36
358,60,60,60,60,48,48,48,48,48,36,36,36,36,36,36
359,60,60,60,60,48,48,48,48,36,36,36,36,36,36,36
360,60,60,60,60,48,48,48,36,36,36,36,36,36,36,36
361,60,60,60,60,48,48,36,36,36,36,36,36,36,36,36
362,60,60,60,60,48,36,36,36,36,36,36,36,36,36,36
363,60,60,60,60,36,36,36,36,36,36,36,36,36,36,36
364,60,60,60,54,54,54,54,54,54,54,54,54,54,54,54
365,60,60,60,54,54,54,54,54,54,54,54,54,54,54,48
366,60,60,60,54,54,54,54,54,54,54,54,54,54,54,36
367,60,60,60,54,54,54,54,54,54,54,54,54,54,48,48
368,60,60,60,54,54,54,54,54,54,54,54,54,54,48,36
369,60,60,60,54,54,54,54,54,54,54,54,54,54,36,36
370,60,60,60,54,54,54,54,54,54,54,54,54,48,48,48
371,60,60,60,54,54,54,54,54,54,54,54,54,48,48,36
372,60,60,60,54,54,54,54,54,54,54,54,54,48,36,36
373,60,60,60,54,54,54,54,54,54,54,54,54,36,36,36
374,60,60,60,54,54,54,54,54,54,54,54,48,48,48,48
375,60,60,60,54,54,54,54,54,54,54,54,48,48,48,36
376,60,60,60,54,54,54,54,54,54,54,54,48,48,36,36
377,60,60,60,54,54,54,54,54,54,54,54,48,36,36,36
378,60,60,60,54,54,54,54,54,54,54,54,36,36,36,36
379,60,60,60,54,54,54,54,54,54,54,48,48,48,48,48
380,60,60,60,54,54,54,54,54,54,54,48,48,48,48,36
381,60,60,60,54,54,54,54,54,54,54,48,48,48,36,36
382,60,60,60,54,54,54,54,54,54,54,48,48,36,36,36
383,60,60,60,54,54,54,54,54,54,54,48,36,36,36,36
384,60,60,60,54,54,54,54,54,54,54,36,36,36,36,36
385,60,60,60,54,54,54,54,54,54,48,48,48,48,48,48
386,60,60,60,54,54,54,54,54,54,48,48,48,48,48,36
387,60,60,60,54,54,54,54,54,54,48,48,48,48,36,36
388,60,60,60,54,54,54,54,54,54,48,48,48,36,36,36
389,60,60,60,54,54,54,54,54,54,48,48,36,36,36,36
390,60,60,60,54,54,54,54,54,54,48,36,36,36,36,36
391,60,60,60,54,54,54,54,54,54,36,36,36,36,36,36
392,60,60,60,54,54,54,54,54,48,48,48,48,48,48,48
393,60,60,60,54,54,54,54,54,48,48,48,48,48,48,36
394,60,60,60,54,54,54,54,54,48,48,48,48,48,36,36
395,60,60,60,54,54,54,54,54,48,48,48,48,36,36,36
396,60,60,60,54,54,54,54,54,48,48,48,36,36,36,36
397,60,60,60,54,54,54,54,54,48,48,36,36,36,36,36
398,60,60,60,54,54,54,54,54,48,36,36,36,36,36,36
399,60,60,60,54,54,54,54,54,36,36,36,36,36,36,36
400,60,60,60,54,54,54,54,48,48,48,48,48,48,48,48
401,60,60,60,54,54,54,54,48,48,48,48,48,48,48,36
402,60,60,60,54,54,54,54,48,48,48,48,48,48,36,36
403,60,60,60,54,54,54,54,48,48,48,48,48,36,36,36
404,60,60,60,54,54,54,54,48,48,48,48,36,36,36,36
405,60,60,60,54,54,54,54,48,48,48,36,36,36,36,36
406,60,60,60,54,54,54,54,48,48,36,36,36,36,36,36
407,60,60,60,54,54,54,54,48,36,36,36,36,36,36,36
408,60,60,60,54,54,54,54,36,36,36,36,36,36,36,36
409,60,60,60,54,54,54,48,48,48,48,48,48,48,48,48
410,60,60,60,54,54,54,48,48,48,48,48,48,48,48,36
411,60,60,60,54,54,54,48,48,48,48,48,48,48,36,36
412,60,60,60,54,54,54,48,48,48,48,48,48,36,36,36
413,60,60,60,54,54,54,48,48,48,48,48,36,36,36,36
414,60,60,60,54,54,54,48,48,48,48,36,36,36,36,36
415,60,60,60,54,54,54,48,48,48,36,36,36,36,36,36
416,60,60,60,54,54,54,48,48,36,36,36,36,36,36,36
417,60,60,60,54,54,54,48,36,36,36,36,36,36,36,36
418,60,60,60,54,54,54,36,36,36,36,36,36,36,36,36
419,60,60,60,54,54,48,48,48,48,48,48,48,48,48,48
420,60,60,60,54,54,48,48,48,48,48,48,48,48,48,36
421,60,60,60,54,54,48,48,48,48,48,48,48,48,36,36
422,60,60,60,54,54,48,48,48,48,48,48,48,36,36,36
423,60,60,60,54,54,48,48,48,48,48,48,36,36,36,36
424,60,60,60,54,54,48,48,48,48,48,36,36,36,36,36
425,60,60,60,54,54,48,48,48,48,36,36,36,36,36,36
426,60,60,60,54,54,48,48,48,36,36,36,36,36,36,36
427,60,60,60,54,54,48,48,36,36,36,36,36,36,36,36
428,60,60,60,54,54,48,36,36,36,36,36,36,36,36,36
429,60,60,60,54,54,36,36,36,36,36,36,36,36,36,36
430,60,60,60,54,48,48,48,48,48,48,48,48,48,48,48
431,60,60,60,54,48,48,48,48,48,48,48,48,48,48,36
432,60,60,60,54,48,48,48,48,48,48,48,48,48,36,36
433,60,60,60,54,48,48,48,48,48,48,48,48,36,36,36
434,60,60,60,54,48,48,48,48,48,48,48,36,36,36,36
435,60,60,60,54,48,48,48,48,48,48,36,36,36,36,36
436,60,60,60,54,48,48,48,48,48,36,36,36,36,36,36
437,60,60,60,54,48,48,48,48,36,36,36,36,36,36,36
438,60,60,60,54,48,48,48,36,36,36,36,36,36,36,36
439,60,60,60,54,48,48,36,36,36,36,36,36,36,36,36
440,60,60,60,54,48,36,36,36,36,36,36,36,36,36,36
441,60,60,60,54,36,36,36,36,36,36,36,36,36,36,36
442,60,60,60,48,48,48,48,48,48,48,48,48,48,48,48
443,60,60,60,48,48,48,48,48,48,48,48,48,48,48,36
444,60,60,60,48,48,48,48,48,48,48,48,48,48,36,36
445,60,60,60,48,48,48,48,48,48,48,48,48,36,36,36
446,60,60,60,48,48,48,48,48,48,48,48,36,36,36,36
447,60,60,60,48,48,48,48,48,48,48,36,36,36,36,36
448,60,60,60,48,48,48,48,48,48,36,36,36,36,36,36
449,60,60,60,48,48,48,48,48,36,36,36,36,36,36,36
450,60,60,60,48,48,48,48,36,36,36,36,36,36,36,36
451,60,60,60,48,48,48,36,36,36,36,36,36,36,36,36
452,60,60,60,48,48,36,36,36,36,36,36,36,36,36,36
453,60,60,60,48,36,36,36,36,36,36,36,36,36,36,36
454,60,60,60,36,36,36,36,36,36,36,36,36,36,36,36
455,60,60,54,54,54,54,54,54,54,54,54,54,54,54,54
456,60,60,54,54,54,54,54,54,54,54,54,54,54,54,48
457,60,60,54,54,54,54,54,54,54,54,54,54,54,54,36
458,60,60,54,54,54,54,54,54,54,54,54,54,54,48,48
459,60,60,54,54,54,54,54,54,54,54,54,54,54,48,36
460,60,60,54,54,54,54,54,54,54,54,54,54,54,36,36
461,60,60,54,54,54,54,54,54,54,54,54,54,48,48,48
462,60,60,54,54,54,54,54,54,54,54,54,54,48,48,36
463,60,60,54,54,54,54,54,54,54,54,54,54,48,36,36
464,60,60,54,54,54,54,54,54,54,54,54,54,36,36,36
465,60,60,54,54,54,54,54,54,54,54,54,48,48,48,48
466,60,60,54,54,54,54,54,54,54,54,54,48,48,48,36
467,60,60,54,54,54,54,54,54,54,54,54,48,48,36,36
468,60,60,54,54,54,54,54,54,54,54,54,48,36,36,36
469,60,60,54,54,54,54,54,54,54,54,54,36,36,36,36
470,60,60,54,54,54,54,54,54,54,54,48,48,48,48,48
471,60,60,54,54,54,54,54,54,54,54,48,48,48,48,36
472,60,60,54,54,54,54,54,54,54,54,48,48,48,36,36
473,60,60,54,54,54,54,54,54,54,54,48,48,36,36,36
474,60,60,54,54,54,54,54,54,54,54,48,36,36,36,36
475,60,60,54,54,54,54,54,54,54,54,36,36,36,36,36
476,60,60,54,54,54,54,54,54,54,48,48,48,48,48,48
477,60,60,54,54,54,54,54,54,54,48,48,48,48,48,36
478,60,60,54,54,54,54,54,54,54,48,48,48,48,36,36
479,60,60,54,54,54,54,54,54,54,48,48,48,36,36,36
480,60,60,54,54,54,54,54,54,54,48,48,36,36,36,36
481,60,60,54,54,54,54,54,54,54,48,36,36,36,36,36
482,60,60,54,54,54,54,54,54,54,36,36,36,36,36,36
483,60,60,54,54,54,54,54,54,48,48,48,48,48,48,48
484,60,60,54,54,54,54,54,54,48,48,48,48,48,48,36
485,60,60,54,54,54,54,54,54,48,48,48,48,48,36,36
486,60,60,54,54,54,54,54,54,48,48,48,48,36,36,36
487,60,60,54,54,54,54,54,54,48,48,48,36,36,36,36
488,60,60,54,54,54,54,54,54,48,48,36,36,36,36,36
489,60,60,54,54,54,54,54,54,48,36,36,36,36,36,36
490,60,60,54,54,54,54,54,54,36,36,36,36,36,36,36
491,60,60,54,54,54,54,54,48,48,48,48,48,48,48,48
492,60,60,54,54,54,54,54,48,48,48,48,48,48,48,36
493,60,60,54,54,54,54,54,48,48,48,48,48,48,36,36
494,60,60,54,54,54,54,54,48,48,48,48,48,36,36,36
495,60,60,54,54,54,54,54,48,48,48,48,36,36,36,36
496,60,60,54,54,54,54,54,48,48,48,36,36,36,36,36
497,60,60,54,54,54,54,54,48,48,36,36,36,36,36,36
498,60,60,54,54,54,54,54,48,36,36,36,36,36,36,36
499,60,60,54,54,54,54,54,36,36,36,36,36,36,36,36
500,60,60,54,54,54,54,48,48,48,48,48,48,48,48,48
501,60,60,54,54,54,54,48,48,48,48,48,48,48,48,36
502,60,60,54,54,54,54,48,48,48,48,48,48,48,36,36
503,60,60,54,54,54,54,48,48,48,48,48,48,36,36,36
504,60,60,54,54,54,54,48,48,48,48,48,36,36,36,36
505,60,60,54,54,54,54,48,48,48,48,36,36,36,36,36
506,60,60,54,54,54,54,48,48,48,36,36,36,36,36,36
507,60,60,54,54,54,54,48,48,36,36,36,36,36,36,36
508,60,60,54,54,54,54,48,36,36,36,36,36,36,36,36
509,60,60,54,54,54,54,36,36,36,36,36,36,36,36,36
510,60,60,54,54,54,48,48,48,48,48,48,48,48,48,48
511,60,60,54,54,54,48,48,48,48,48,48,48,48,48,36
512,60,60,54,54,54,48,48,48,48,48,48,48,48,36,36
513,60,60,54,54,54,48,48,48,48,48,48,48,36,36,36
514,60,60,54,54,54,48,48,48,48,48,48,36,36,36,36
515,60,60,54,54,54,48,48,48,48,48,36,36,36,36,36
516,60,60,54,54,54,48,48,48,48,36,36,36,36,36,36
517,60,60,54,54,54,48,48,48,36,36,36,36,36,36,36
518,60,60,54,54,54,48,48,36,36,36,36,36,36,36,36
519,60,60,54,54,54,48,36,36,36,36,36,36,36,36,36
520,60,60,54,54,54,36,36,36,36,36,36,36,36,36,36
521,60,60,54,54,48,48,48,48,48,48,48,48,48,48,48
522,60,60,54,54,48,48,48,48,48,48,48,48,48,48,36
523,60,60,54,54,48,48,48,48,48,48,48,48,48,36,36
524,60,60,54,54,48,48,48,48,48,48,48,48,36,36,36
525,60,60,54,54,48,48,48,48,48,48,48,36,36,36,36
526,60,60,54,54,48,48,48,48,48,48,36,36,36,36,36
527,60,60,54,54,48,48,48,48,48,36,36,36,36,36,36
528,60,60,54,54,48,48,48,48,36,36,36,36,36,36,36
529,60,60,54,54,48,48,48,36,36,36,36,36,36,36,36
530,60,60,54,54,48,48,36,36,36,36,36,36,36,36,36
531,60,60,54,54,48,36,36,36,36,36,36,36,36,36,36
532,60,60,54,54,36,36,36,36,36,36,36,36,36,36,36
533,60,60,54,48,48,48,48,48,48,48,48,48,48,48,48
534,60,60,54,48,48,48,48,48,48,48,48,48,48,48,36
535,60,60,54,48,48,48,48,48,48,48,48,48,48,36,36
536,60,60,54,48,48,48,48,48,48,48,48,48,36,36,36
537,60,60,54,48,48,48,48,48,48,48,48,36,36,36,36
538,60,60,54,48,48,48,48,48,48,48,36,36,36,36,36
539,60,60,54,48,48,48,48,48,48,36,36,36,36,36,36
540,60,60,54,48,48,48,48,48,36,36,36,36,36,36,36
541,60,60,54,48,48,48,48,36,36,36,36,36,36,36,36
542,60,60,54,48,48,48,36,36,36,36,36,36,36,36,36
543,60,60,54,48,48,36,36,36,36,36,36,36,36,36,36
544,60,60,54,48,36,36,36,36,36,36,36,36,36,36,36
545,60,60,54,36,36,36,36,36,36,36,36,36,36,36,36
546,60,60,48,48,48,48,48,48,48,48,48,48,48,48,48
547,60,60,48,48,48,48,48,48,48,48,48,48,48,48,36
548,60,60,48,48,48,48,48,48,48,48,48,48,48,36,36
549,60,60,48,48,48,48,48,48,48,48,48,48,36,36,36
550,60,60,48,48,48,48,48,48,48,48,48,36,36,36,36
551,60,60,48,48,48,48,48,48,48,48,36,36,36,36,36
552,60,60,48,48,48,48,48,48,48,36,36,36,36,36,36
553,60,60,48,48,48,48,48,48,36,36,36,36,36,36,36
554,60,60,48,48,48,48,48,36,36,36,36,36,36,36,36
555,60,60,48,48,48,48,36,36,36,36,36,36,36,36,36
556,60,60,48,48,48,36,36,36,36,36,36,36,36,36,36
557,60,60,48,48,36,36,36,36,36,36,36,36,36,36,36
558,60,60,48,36,36,36,36,36,36,36,36,36,36,36,36
559,60,60,36,36,36,36,36,36,36,36,36,36,36,36,36
560,60,54,54,54,54,54,54,54,54,54,54,54,54,54,54
561,60,54,54,54,54,54,54,54,54,54,54,54,54,54,48
562,60,54,54,54,54,54,54,54,54,54,54,54,54,54,36
563,60,54,54,54,54,54,54,54,54,54,54,54,54,48,48
564,60,54,54,54,54,54,54,54,54,54,54,54,54,48,36
565,60,54,54,54,54,54,54,54,54,54,54,54,54,36,36
566,60,54,54,54,54,54,54,54,54,54,54,54,48,48,48
567,60,54,54,54,54,54,54,54,54,54,54,54,48,48,36
568,60,54,54,54,54,54,54,54,54,54,54,54,48,36,36
569,60,54,54,54,54,54,54,54,54,54,54,54,36,36,36
570,60,54,54,54,54,54,54,54,54,54,54,48,48,48,48
571,60,54,54,54,54,54,54,54,54,54,54,48,48,48,36
572,60,54,54,54,54,54,54,54,54,54,54,48,48,36,36
573,60,54,54,54,54,54,54,54,54,54,54,48,36,36,36
574,60,54,54,54,54,54,54,54,54,54,54,36,36,36,36
575,60,54,54,54,54,54,54,54,54,54,48,48,48,48,48
576,60,54,54,54,54,54,54,54,54,54,48,48,48,48,36
577,60,54,54,54,54,54,54,54,54,54,48,48,48,36,36
578,60,54,54,54,54,54,54,54,54,54,48,48,36,36,36
579,60,54,54,54,54,54,54,54,54,54,48,36,36,36,36
580,60,54,54,54,54,54,54,54,54,54,36,36,36,36,36
581,60,54,54,54,54,54,54,54,54,48,48,48,48,48,48
582,60,54,54,54,54,54,54,54,54,48,48,48,48,48,36
583,60,54,54,54,54,54,54,54,54,48,48,48,48,36,36
584,60,54,54,54,54,54,54,54,54,48,48,48,36,36,36
585,60,54,54,54,54,54,54,54,54,48,48,36,36,36,36
586,60,54,54,54,54,54,54,54,54,48,36,36,36,36,36
587,60,54,54,54,54,54,54,54,54,36,36,36,36,36,36
588,60,54,54,54,54,54,54,54,48,48,48,48,48,48,48
589,60,54,54,54,54,54,54,54,48,48,48,48,48,48,36
590,60,54,54,54,54,54,54,54,48,48,48,48,48,36,36
591,60,54,54,54,54,54,54,54,48,48,48,48,36,36,36
592,60,54,54,54,54,54,54,54,48,48,48,36,36,36,36
593,60,54,54,54,54,54,54,54,48,48,36,36,36,36,36
594,60,54,54,54,54,54,54,54,48,36,36,36,36,36,36
595,60,54,54,54,54,54,54,54,36,36,36,36,36,36,36
596,60,54,54,54,54,54,54,48,48,48,48,48,48,48,48
597,60,54,54,54,54,54,54,48,48,48,48,48,48,48,36
598,60,54,54,54,54,54,54,48,48,48,48,48,48,36,36
599,60,54,54,54,54,54,54,48,48,48,48,48,36,36,36
600,60,54,54,54,54,54,54,48,48,48,48,36,36,36,36
601,60,54,54,54,54,54,54,48,48,48,36,36,36,36,36
602,60,54,54,54,54,54,54,48,48,36,36,36,36,36,36
603,60,54,54,54,54,54,54,48,36,36,36,36,36,36,36
604,60,54,54,54,54,54,54,36,36,36,36,36,36,36,36
605,60,54,54,54,54,54,48,48,48,48,48,48,48,48,48
606,60,54,54,54,54,54,48,48,48,48,48,48,48,48,36
607,60,54,54,54,54,54,48,48,48,48,48,48,48,36,36
608,60,54,54,54,54,54,48,48,48,48,48,48,36,36,36
609,60,54,54,54,54,54,48,48,48,48,48,36,36,36,36
610,60,54,54,54,54,54,48,48,48,48,36,36,36,36,36
611,60,54,54,54,54,54,48,48,48,36,36,36,36,36,36
612,60,54,54,54,54,54,48,48,36,36,36,36,36,36,36
613,60,54,54,54,54,54,48,36,36,36,36,36,36,36,36
614,60,54,54,54,54,54,36,36,36,36,36,36,36,36,36
615,60,54,54,54,54,48,48,48,48,48,48,48,48,48,48
616,60,54,54,54,54,48,48,48,48,48,48,48,48,48,36
617,60,54,54,54,54,48,48,48,48,48,48,48,48,36,36
618,60,54,54,54,54,48,48,48,48,48,48,48,36,36,36
619,60,54,54,54,54,48,48,48,48,48,48,36,36,36,36
620,60,54,54,54,54,48,48,48,48,48,36,36,36,36,36
621,60,54,54,54,54,48,48,48,48,36,36,36,36,36,36
622,60,54,54,54,54,48,48,48,36,36,36,36,36,36,36
623,60,54,54,54,54,48,48,36,36,36,36,36,36,36,36
624,60,54,54,54,54,48,36,36,36,36,36,36,36,36,36
625,60,54,54,54,54,36,36,36,36,36,36,36,36,36,36
626,60,54,54,54,48,48,48,48,48,48,48,48,48,48,48
627,60,54,54,54,48,48,48,48,48,48,48,48,48,48,36
628,60,54,54,54,48,48,48,48,48,48,48,48,48,36,36
629,60,54,54,54,48,48,48,48,48,48,48,48,36,36,36
630,60,54,54,54,48,48,48,48,48,48,48,36,36,36,36
631,60,54,54,54,48,48,48,48,48,48,36,36,36,36,36
632,60,54,54,54,48,48,48,48,48,36,36,36,36,36,36
633,60,54,54,54,48,48,48,48,36,36,36,36,36,36,36
634,60,54,54,54,48,48,48,36,36,36,36,36,36,36,36
635,60,54,54,54,48,48,36,36,36,36,36,36,36,36,36
636,60,54,54,54,48,36,36,36,36,36,36,36,36,36,36
637,60,54,54,54,36,36,36,36,36,36,36,36,36,36,36
638,60,54,54,48,48,48,48,48,48,48,48,48,48,48,48
639,60,54,54,48,48,48,48,48,48,48,48,48,48,48,36
640,60,54,54,48,48,48,48,48,48,48,48,48,48,36,36
641,60,54,54,48,48,48,48,48,48,48,48,48,36,36,36
642,60,54,54,48,48,48,48,48,48,48,48,36,36,36,36
643,60,54,54,48,48,48,48,48,48,48,36,36,36,36,36
644,60,54,54,48,48,48,48,48,48,36,36,36,36,36,36
645,60,54,54,48,48,48,48,48,36,36,36,36,36,36,36
646,60,54,54,48,48,48,48,36,36,36,36,36,36,36,36
647,60,54,54,48,48,48,36,36,36,36,36,36,36,36,36
648,60,54,54,48,48,36,36,36,36,36,36,36,36,36,36
649,60,54,54,48,36,36,36,36,36,36,36,36,36,36,36
650,60,54,54,36,36,36,36,36,36,36,36,36,36,36,36
651,60,54,48,48,48,48,48,48,48,48,48,48,48,48,48
652,60,54,48,48,48,48,48,48,48,48,48,48,48,48,36
653,60,54,48,48,48,48,48,48,48,48,48,48,48,36,36
654,60,54,48,48,48,48,48,48,48,48,48,48,36,36,36
655,60,54,48,48,48,48,48,48,48,48,48,36,36,36,36
656,60,54,48,48,48,48,48,48,48,48,36,36,36,36,36
657,60,54,48,48,48,48,48,48,48,36,36,36,36,36,36
658,60,54,48,48,48,48,48,48,36,36,36,36,36,36,36
659,60,54,48,48,48,48,48,36,36,36,36,36,36,36,36
660,60,54,48,48,48,48,36,36,36,36,36,36,36,36,36
661,60,54,48,48,48,36,36,36,36,36,36,36,36,36,36
662,60,54,48,48,36,36,36,36,36,36,36,36,36,36,36
663,60,54,48,36,36,36,36,36,36,36,36,36,36,36,36
664,60,54,36,36,36,36,36,36,36,36,36,36,36,36,36
665,60,48,48,48,48,48,48,48,48,48,48,48,48,48,48
666,60,48,48,48,48,48,48,48,48,48,48,48,48,48,36
667,60,48,48,48,48,48,48,48,48,48,48,48,48,36,36
668,60,48,48,48,48,48,48,48,48,48,48,48,36,36,36
669,60,48,48,48,48,48,48,48,48,48,48,36,36,36,36
670,60,48,48,48,48,48,48,48,48,48,36,36,36,36,36
671,60,48,48,48,48,48,48,48,48,36,36,36,36,36,36
672,60,48,48,48,48,48,48,48,36,36,36,36,36,36,36
673,60,48,48,48,48,48,48,36,36,36,36,36,36,36,36
674,60,48,48,48,48,48,36,36,36,36,36,36,36,36,36
675,60,48,48,48,48,36,36,36,36,36,36,36,36,36,36
676,60,48,48,48,36,36,36,36,36,36,36,36,36,36,36
677,60,48,48,36,36,36,36,36,36,36,36,36,36,36,36
678,60,48,36,36,36,36,36,36,36,36,36,36,36,36,36
679,60,36,36,36,36,36,36,36,36,36,36,36,36,36,36
